segment_id,ndvi,vegetation_level,risk_category
1516,0.6703386372909017,High,Medium
1517,0.42127403846153844,Medium,Medium
1518,0.3708851115256286,Medium,Low
1519,0.42371079213184476,Medium,Low
1520,0.5199670646356526,Medium,Medium
1521,0.49343458313557975,Medium,Medium
1522,0.3347921225382932,Medium,Low
1523,0.5151158687213269,Medium,Medium
1524,0.385489891429979,Medium,Low
1525,0.6580167886848863,High,Medium
1526,0.3525077252198716,Medium,Low
1527,0.4166666666666667,Medium,Low
1528,0.3820891751926235,Medium,Medium
1529,0.5012615643397813,Medium,Medium
1530,0.47992700729927007,Medium,High
1531,0.5127272727272727,Medium,Low
1532,0.4175580221997982,Medium,Low
1533,0.3624666743943433,Medium,Low
1534,0.4024187811240218,Medium,Low
1535,0.4126971546326385,Medium,Low
1536,0.45186662235515673,Medium,Low
1537,0.547422450345905,Medium,Medium
1538,0.39990444338270426,Medium,Medium
1539,0.6459747817652765,High,Medium
1540,0.3961218836565097,Medium,Low
1541,0.2864708714492056,Low,Low
1542,0.34801307414415966,Medium,Low
1543,0.43694552145626603,Medium,Medium
1544,0.4242692648361382,Medium,Low
1545,0.4974166275246595,Medium,Low
1546,0.4244538487933204,Medium,Low
1547,0.40958486435775154,Medium,Low
1548,0.35125448028673834,Medium,Low
1549,0.5517728387720211,Medium,Medium
1550,0.47605770396411684,Medium,Low
1551,0.3664171518343961,Medium,Low
1552,0.5518869735478173,Medium,Low
1553,0.47591151525749753,Medium,Medium
1554,0.4342569808494704,Medium,Low
1555,0.5904319238181612,Medium,Low
1556,0.6159858799798286,High,Medium
1557,0.47598584428715873,Medium,Low
1558,0.43125225550342833,Medium,Low
1559,0.4090394316894883,Medium,Low
1560,0.3056805741393991,Medium,Low
1561,0.5148221343873518,Medium,Low
1562,0.36528410986322696,Medium,Low
1563,0.4628394860953,Medium,Low
1564,0.3737596471885336,Medium,Low
1565,0.5126323046352245,Medium,Medium
1566,0.4455822814955942,Medium,Low
1567,0.524888558692422,Medium,Medium
1568,0.3779646228285872,Medium,Low
1569,0.46729466045080986,Medium,Medium
1570,0.44031482291211194,Medium,Medium
1571,0.5159413544333256,Medium,Medium
1572,0.46729191090269634,Medium,Low
1573,0.441429661109295,Medium,Low
1574,0.38036293714697755,Medium,Low
1575,0.4281298299845441,Medium,Low
1576,0.3973418881759853,Medium,Medium
1577,0.22672246301001342,Low,Low
1578,0.42524714210162323,Medium,Low
1579,0.41888005413635593,Medium,Low
1580,0.5021834061135371,Medium,High
1581,0.5154639175257731,Medium,Medium
1582,0.42560226735947093,Medium,Low
1583,0.5043295108822841,Medium,Medium
1584,0.27073509015256586,Low,Low
1585,0.32995696126513857,Medium,Low
1586,0.4365024288688411,Medium,Low
1587,0.28810182623132263,Low,Low
1588,0.3937984496124031,Medium,Medium
1589,0.4280326499824897,Medium,Low
1590,0.54425658876181,Medium,Medium
1591,0.29067579127459364,Low,Low
1592,0.4693554764729142,Medium,Medium
1593,0.3512241054613936,Medium,Low
1594,0.40339314048578057,Medium,Low
1595,0.3684746193969722,Medium,Low
1596,0.4964302712993812,Medium,Medium
1597,0.5203358921073837,Medium,Low
1598,0.4125523012552301,Medium,Low
1599,0.5746586075665995,Medium,Medium
1600,0.37135384090521406,Medium,Low
1601,0.40821917808219177,Medium,Low
1602,0.4770159143347335,Medium,Medium
1603,0.41290645322661335,Medium,Medium
1604,0.47178952207507474,Medium,Medium
1605,0.36878730036001645,Medium,Medium
1606,0.45585039013025197,Medium,Medium
1607,0.5768882448831734,Medium,Low
1608,0.5644140723867376,Medium,High
1609,0.5706033376123235,Medium,Medium
1610,0.6311886586695747,High,Medium
1611,0.47782336850332163,Medium,Medium
1612,0.6271906532129581,High,High
1613,0.41683592868426994,Medium,Medium
1614,0.5006792452830188,Medium,Low
1615,0.5711349623201645,Medium,Medium
1616,0.5418904093769848,Medium,Low
1617,0.6321353065539113,High,High
1618,0.3064848290696077,Medium,Low
1619,0.4718939175554916,Medium,Medium
1620,0.4574718336015847,Medium,Low
1621,0.23477297895902546,Low,Low
1622,0.4234979323765507,Medium,Low
1623,0.40063947291929075,Medium,Low
1624,0.32545963716059906,Medium,Low
1625,0.6084472049689441,High,High
1626,0.44854482264611467,Medium,Low
1627,0.45147150907952416,Medium,Medium
1628,0.40559062218214603,Medium,Medium
1629,0.5279960707269156,Medium,Medium
1630,0.2742969906265417,Low,Low
1631,0.38775026655609524,Medium,Low
1632,0.4561558901682905,Medium,Medium
1633,0.4042941982640475,Medium,Low
1634,0.43383742911153117,Medium,Low
1635,0.44279958350310106,Medium,Medium
1636,0.3930084745762712,Medium,Low
1637,0.5267906873120196,Medium,High
1638,0.5435827888053261,Medium,Medium
1639,0.34493609915869244,Medium,Medium
1640,0.44240236297998026,Medium,Low
1641,0.429225836005497,Medium,Low
1642,0.26689728579031397,Low,Medium
1643,0.4941427050053248,Medium,Medium
1644,0.20795228628230616,Low,Low
1645,0.5452636779053971,Medium,High
1646,0.4257471264367816,Medium,Low
1647,0.33745273448307667,Medium,Low
1648,0.394392523364486,Medium,Low
1649,0.3858556904196712,Medium,Low
1650,0.45654692931633833,Medium,Low
1651,0.38009565019357777,Medium,Medium
1652,0.2701746628344019,Low,Low
1653,0.2759501165673685,Low,Low
1654,0.3270980467010244,Medium,Low
1655,0.3387580299785867,Medium,Low
1656,0.44794073129929096,Medium,Low
1657,0.44146948941469494,Medium,Low
1658,0.5223790928206669,Medium,Low
1659,0.38935864250790914,Medium,Low
